kind	entry	entry_rank	other	other_rank	detail
diacritic	saír	8397	sair	100	both fold to 'sair'
relemmatize	desapontado	8407	desapontar	3221	desapontado lemmatizes to desapontar
relemmatize	concluído	8426	concluir	3051	concluído lemmatizes to concluir
relemmatize	arrancado	8440	arrancar	1325	arrancado lemmatizes to arrancar
diacritic	là	8443	lá	53	both fold to 'la'
inflected	amarela	8454	amarelo	2396	amarela is a regular inflection of amarelo
relemmatize	amarela	8454	amarelo	2396	amarela lemmatizes to amarelo
relemmatize	escritura	8464	escriturar	9022	escritura lemmatizes to escriturar
relemmatize	guia	8467	guiar	1296	guia lemmatizes to guiar
diacritic	tres	8469	três	221	both fold to 'tres'
inflected	primitiva	8476	primitivo	6640	primitiva is a regular inflection of primitivo
inflected	latina	8477	latino	6576	latina is a regular inflection of latino
relemmatize	fode-me	8488	foder	1109	fode-me lemmatizes to foder
relemmatize	arrastado	8492	arrastar	2025	arrastado lemmatizes to arrastar
inflected	risca	8495	risco	886	risca is a regular inflection of risco
relemmatize	risca	8495	riscar	4737	risca lemmatizes to riscar
diacritic	manha	8501	manhã	374	both fold to 'manha'
inflected	t-shirts	8518	t-shirt	4841	t-shirts is a regular inflection of t-shirt
relemmatize	t-shirts	8518	t-shirt	4841	t-shirts lemmatizes to t-shirt
diacritic	täo	8526	tão	124	both fold to 'tao'
inflected	jarra	8539	jarro	8064	jarra is a regular inflection of jarro
inflected	tê-las	8540	tê-lo	1552	tê-las is a regular inflection of tê-lo
inflected	cana	8542	cano	3205	cana is a regular inflection of cano
relemmatize	respeitado	8547	respeitar	1654	respeitado lemmatizes to respeitar
relemmatize	desactivado	8573	desactivar	6984	desactivado lemmatizes to desactivar
relemmatize	espancado	8590	espancar	3332	espancado lemmatizes to espancar
inflected	prática	8601	prático	2895	prática is a regular inflection of prático
relemmatize	prática	8601	prático	2895	prática lemmatizes to prático
relemmatize	afectou	8604	afectar	5108	afectou lemmatizes to afectar
relemmatize	demora	8606	demorar	633	demora lemmatizes to demorar
relemmatize	enjoado	8607	enjoar	5976	enjoado lemmatizes to enjoar
relemmatize	atirado	8609	atirar	482	atirado lemmatizes to atirar
inflected	inteira	8610	inteiro	778	inteira is a regular inflection of inteiro
relemmatize	inteira	8610	inteiro	778	inteira lemmatizes to inteiro
diacritic	prêmio	8621	prémio	1586	both fold to 'premio'
relemmatize	atropelado	8649	atropelar	3198	atropelado lemmatizes to atropelar
inflected	vikings	8660	viking	8484	vikings is a regular inflection of viking
relemmatize	adorado	8674	adorar	280	adorado lemmatizes to adorar
inflected	põe-na	8675	põe-no	6472	põe-na is a regular inflection of põe-no
inflected	jura	8684	juro	779	jura is a regular inflection of juro
relemmatize	jura	8684	jurar	1649	jura lemmatizes to jurar
relemmatize	adoptado	8686	adoptar	7145	adoptado lemmatizes to adoptar
relemmatize	alimentado	8695	alimentar	1303	alimentado lemmatizes to alimentar
relemmatize	acertado	8699	acertar	1074	acertado lemmatizes to acertar
inflected	grávida	8704	grávido	1386	grávida is a regular inflection of grávido
relemmatize	grávida	8704	grávido	1386	grávida lemmatizes to grávido
relemmatize	tenda	8708	tender	1739	tenda lemmatizes to tender
inflected	cosmos	8710	cosmo	9865	cosmos is a regular inflection of cosmo
relemmatize	ousado	8712	ousar	3374	ousado lemmatizes to ousar
relemmatize	pintado	8728	pintar	1661	pintado lemmatizes to pintar
diacritic	taxi	8730	táxi	1502	both fold to 'taxi'
inflected	injecções	8733	injecção	4492	injecções is a regular inflection of injecção
relemmatize	injecções	8733	injecção	4492	injecções lemmatizes to injecção
relemmatize	inventado	8734	inventar	1309	inventado lemmatizes to inventar
inflected	sola	8735	solo	2042	sola is a regular inflection of solo
inflected	directores	8736	director	1412	directores is a regular inflection of director
relemmatize	directores	8736	director	1412	directores lemmatizes to director
inflected	dei-lhes	8741	dei-lhe	2899	dei-lhes is a regular inflection of dei-lhe
relemmatize	dei-lhes	8741	dei-lhe	2899	dei-lhes lemmatizes to dei-lhe
relemmatize	traído	8749	trair	1179	traído lemmatizes to trair
inflected	excepções	8753	excepção	3918	excepções is a regular inflection of excepção
relemmatize	excepções	8753	excepção	3918	excepções lemmatizes to excepção
relemmatize	desempregado	8761	desempregar	7343	desempregado lemmatizes to desempregar
relemmatize	instalado	8768	instalar	2536	instalado lemmatizes to instalar
relemmatize	dirigido	8777	dirigir	1102	dirigido lemmatizes to dirigir
relemmatize	provocado	8803	provocar	1492	provocado lemmatizes to provocar
inflected	cesta	8834	cesto	4194	cesta is a regular inflection of cesto
inflected	jeans	8836	jean	3212	jeans is a regular inflection of jean
relemmatize	gravado	8857	gravar	1522	gravado lemmatizes to gravar
inflected	bárbara	8861	bárbaro	5295	bárbara is a regular inflection of bárbaro
relemmatize	especializado	8864	especializar	7524	especializado lemmatizes to especializar
relemmatize	publicado	8867	publicar	2258	publicado lemmatizes to publicar
relemmatize	enforcado	8868	enforcar	2677	enforcado lemmatizes to enforcar
relemmatize	caído	8880	cair	398	caído lemmatizes to cair
relemmatize	contratado	8881	contratar	1027	contratado lemmatizes to contratar
relemmatize	devastado	8907	devastar	7903	devastado lemmatizes to devastar
inflected	trancada	8909	trancado	3632	trancada is a regular inflection of trancado
relemmatize	trancada	8909	trancado	3632	trancada lemmatizes to trancado
relemmatize	antiquado	8929	antiquar	7392	antiquado lemmatizes to antiquar
inflected	super-heróis	8933	super-herói	6592	super-heróis is a regular inflection of super-herói
relemmatize	super-heróis	8933	super-herói	6592	super-heróis lemmatizes to super-herói
relemmatize	processado	8941	processar	2101	processado lemmatizes to processar
relemmatize	incomodado	8944	incomodar	935	incomodado lemmatizes to incomodar
relemmatize	baleado	8949	balear	4309	baleado lemmatizes to balear
inflected	rata	8958	rato	1385	rata is a regular inflection of rato
relemmatize	rata	8958	ratar	4710	rata lemmatizes to ratar
inflected	reacções	8966	reacção	2745	reacções is a regular inflection of reacção
relemmatize	reacções	8966	reacção	2745	reacções lemmatizes to reacção
diacritic	cao	8967	cão	449	both fold to 'cao'
relemmatize	perceba	8969	perceber	238	perceba lemmatizes to perceber
relemmatize	pousado	8970	pousar	2368	pousado lemmatizes to pousar
inflected	custa	8972	custo	2755	custa is a regular inflection of custo
relemmatize	custa	8972	custar	887	custa lemmatizes to custar
inflected	fá-los	8973	fá-lo	1998	fá-los is a regular inflection of fá-lo
diacritic	trançar	8975	trancar	2038	both fold to 'trancar'
relemmatize	rasgado	8983	rasgar	3419	rasgado lemmatizes to rasgar
relemmatize	detalhado	8987	detalhar	9942	detalhado lemmatizes to detalhar
relemmatize	classificado	8989	classificar	6190	classificado lemmatizes to classificar
inflected	quecas	8994	queca	4821	quecas is a regular inflection of queca
relemmatize	definido	9003	definir	2870	definido lemmatizes to definir
relemmatize	arriscado	9004	arriscar	986	arriscado lemmatizes to arriscar
inflected	paranóica	9005	paranóico	5153	paranóica is a regular inflection of paranóico
relemmatize	paranóica	9005	paranóico	5153	paranóica lemmatizes to paranóico
diacritic	horrivel	9012	horrível	843	both fold to 'horrivel'
inflected	queimada	9015	queimado	4005	queimada is a regular inflection of queimado
relemmatize	queimada	9015	queimado	4005	queimada lemmatizes to queimado
relemmatize	inspirado	9071	inspirar	2599	inspirado lemmatizes to inspirar
relemmatize	ronda	9075	rondar	3878	ronda lemmatizes to rondar
relemmatize	frustrado	9083	frustrar	6968	frustrado lemmatizes to frustrar
relemmatize	incluído	9105	incluir	1249	incluído lemmatizes to incluir
relemmatize	exagerado	9108	exagerar	2334	exagerado lemmatizes to exagerar
diacritic	frigorifico	9109	frigorífico	2982	both fold to 'frigorifico'
relemmatize	gangsters	9133	gangster	6958	gangsters lemmatizes to gangster
inflected	põe-nos	9134	põe-no	6472	põe-nos is a regular inflection of põe-no
relemmatize	nomeado	9138	nomear	2846	nomeado lemmatizes to nomear
relemmatize	embrulhado	9141	embrulhar	4805	embrulhado lemmatizes to embrulhar
relemmatize	estacionado	9143	estacionar	2543	estacionado lemmatizes to estacionar
relemmatize	despedido	9151	despedir	872	despedido lemmatizes to despedir
relemmatize	fodi	9152	foder	1109	fodi lemmatizes to foder
relemmatize	negado	9154	negar	1500	negado lemmatizes to negar
relemmatize	transformado	9166	transformar	905	transformado lemmatizes to transformar
relemmatize	arrumado	9168	arrumar	1814	arrumado lemmatizes to arrumar
diacritic	tú	9177	tu	50	both fold to 'tu'
inflected	totós	9186	totó	6558	totós is a regular inflection of totó
relemmatize	totós	9186	totó	6558	totós lemmatizes to totó
relemmatize	operado	9188	operar	2260	operado lemmatizes to operar
relemmatize	focado	9193	focar	3340	focado lemmatizes to focar
diacritic	optimo	9231	óptimo	328	both fold to 'optimo'
relemmatize	parvalhão	9233	parvo	1170	parvalhão lemmatizes to parvo
inflected	detetives	9235	detetive	3015	detetives is a regular inflection of detetive
inflected	treina	9265	treino	1473	treina is a regular inflection of treino
inflected	jactos	9266	jacto	4907	jactos is a regular inflection of jacto
relemmatize	jactos	9266	jacto	4907	jactos lemmatizes to jacto
relemmatize	realista	9267	realistar	5688	realista lemmatizes to realistar
diacritic	mäe	9271	mãe	127	both fold to 'mae'
inflected	dou-lhes	9277	dou-lhe	2744	dou-lhes is a regular inflection of dou-lhe
relemmatize	dou-lhes	9277	dou-lhe	2744	dou-lhes lemmatizes to dou-lhe
relemmatize	ordenado	9295	ordenar	1573	ordenado lemmatizes to ordenar
inflected	coberta	9297	coberto	5462	coberta is a regular inflection of coberto
relemmatize	coberta	9297	coberto	5462	coberta lemmatizes to coberto
relemmatize	destroçado	9298	destroçar	5415	destroçado lemmatizes to destroçar
diacritic	impossivel	9305	impossível	846	both fold to 'impossivel'
inflected	espalhada	9316	espalhado	6497	espalhada is a regular inflection of espalhado
relemmatize	espalhada	9316	espalhado	6497	espalhada lemmatizes to espalhado
relemmatize	transmitido	9330	transmitir	2311	transmitido lemmatizes to transmitir
diacritic	camera	9334	câmera	4609	both fold to 'camera'
relemmatize	evacuado	9335	evacuar	3062	evacuado lemmatizes to evacuar
inflected	marada	9350	marado	6373	marada is a regular inflection of marado
relemmatize	marada	9350	marado	6373	marada lemmatizes to marado
inflected	carrega	9363	carrego	8427	carrega is a regular inflection of carrego
relemmatize	carrega	9363	carregar	1010	carrega lemmatizes to carregar
relemmatize	largado	9370	largar	493	largado lemmatizes to largar
diacritic	estupido	9371	estúpido	537	both fold to 'estupido'
relemmatize	cometido	9375	cometer	829	cometido lemmatizes to cometer
inflected	ninjas	9376	ninja	5331	ninjas is a regular inflection of ninja
relemmatize	ninjas	9376	ninja	5331	ninjas lemmatizes to ninja
inflected	solteira	9377	solteiro	2021	solteira is a regular inflection of solteiro
relemmatize	solteira	9377	solteiro	2021	solteira lemmatizes to solteiro
relemmatize	empenhado	9392	empenhar	5872	empenhado lemmatizes to empenhar
relemmatize	prateado	9393	pratear	8396	prateado lemmatizes to pratear
diacritic	provávelmente	9400	provavelmente	586	both fold to 'provavelmente'
relemmatize	banido	9402	banir	4106	banido lemmatizes to banir
relemmatize	manchado	9415	manchar	3393	manchado lemmatizes to manchar
diacritic	sí	9439	si	264	both fold to 'si'
relemmatize	humilhado	9451	humilhar	3641	humilhado lemmatizes to humilhar
diacritic	cabeca	9453	cabeça	263	both fold to 'cabeca'
relemmatize	misturado	9462	misturar	2002	misturado lemmatizes to misturar
relemmatize	apavorado	9466	apavorar	8075	apavorado lemmatizes to apavorar
inflected	chora	9468	choro	5210	chora is a regular inflection of choro
relemmatize	chora	9468	chorar	754	chora lemmatizes to chorar
relemmatize	suado	9478	suar	325	suado lemmatizes to suar
relemmatize	mascarado	9482	mascarar	5523	mascarado lemmatizes to mascarar
inflected	bem-vindas	9483	bem-vindo	1149	bem-vindas is a regular inflection of bem-vindo
relemmatize	bem-vindas	9483	bem-vindo	1149	bem-vindas lemmatizes to bem-vindo
diacritic	sím	9486	sim	31	both fold to 'sim'
relemmatize	declarado	9489	declarar	1844	declarado lemmatizes to declarar
inflected	protectora	9493	protector	4646	protectora is a regular inflection of protector
relemmatize	protectora	9493	protector	4646	protectora lemmatizes to protector
inflected	mos	9496	mo	2772	mos is a regular inflection of mo
relemmatize	forjado	9501	forjar	5257	forjado lemmatizes to forjar
inflected	transacções	9511	transacção	8117	transacções is a regular inflection of transacção
relemmatize	transacções	9511	transacção	8117	transacções lemmatizes to transacção
diacritic	benção	9512	bênção	3586	both fold to 'bencao'
inflected	apertada	9529	apertado	4701	apertada is a regular inflection of apertado
relemmatize	apertada	9529	apertado	4701	apertada lemmatizes to apertado
relemmatize	barba	9537	barbar	1930	barba lemmatizes to barbar
relemmatize	interrogado	9543	interrogar	2059	interrogado lemmatizes to interrogar
relemmatize	designado	9547	designar	5727	designado lemmatizes to designar
relemmatize	amarra	9565	amarrar	2456	amarra lemmatizes to amarrar
relemmatize	arranjado	9569	arranjar	291	arranjado lemmatizes to arranjar
inflected	nocturnos	9603	nocturno	5393	nocturnos is a regular inflection of nocturno
relemmatize	nocturnos	9603	nocturno	5393	nocturnos lemmatizes to nocturno
inflected	lagarta	9605	lagarto	5564	lagarta is a regular inflection of lagarto
relemmatize	perdoado	9606	perdoar	936	perdoado lemmatizes to perdoar
inflected	espectaculares	9608	espectacular	2607	espectaculares is a regular inflection of espectacular
relemmatize	espectaculares	9608	espectacular	2607	espectaculares lemmatizes to espectacular
relemmatize	deita	9610	deitar	630	deita lemmatizes to deitar
relemmatize	lisonjeado	9614	lisonjear	6255	lisonjeado lemmatizes to lisonjear
inflected	tem-nos	9621	tem-no	8244	tem-nos is a regular inflection of tem-no
inflected	eléctricas	9639	eléctrica	3993	eléctricas is a regular inflection of eléctrica
relemmatize	eléctricas	9639	eléctrica	3993	eléctricas lemmatizes to eléctrica
relemmatize	coroa	9645	coroar	2619	coroa lemmatizes to coroar
inflected	posses	9646	posse	2793	posses is a regular inflection of posse
inflected	torta	9659	torto	3484	torta is a regular inflection of torto
relemmatize	torta	9659	torto	3484	torta lemmatizes to torto
inflected	cds	9660	cd	5426	cds is a regular inflection of cd
relemmatize	transtornado	9676	transtornar	8165	transtornado lemmatizes to transtornar
relemmatize	inundado	9684	inundar	5657	inundado lemmatizes to inundar
inflected	barca	9693	barco	682	barca is a regular inflection of barco
relemmatize	liderado	9698	liderar	2353	liderado lemmatizes to liderar
relemmatize	mudado	9712	mudar	248	mudado lemmatizes to mudar
relemmatize	verão	9742	ver	38	verão lemmatizes to ver
relemmatize	iluminado	9744	iluminar	3973	iluminado lemmatizes to iluminar
relemmatize	emocionado	9750	emocionar	6696	emocionado lemmatizes to emocionar
relemmatize	atribuído	9757	atribuir	4526	atribuído lemmatizes to atribuir
inflected	porca	9764	porco	1184	porca is a regular inflection of porco
relemmatize	porca	9764	porco	1184	porca lemmatizes to porco
relemmatize	massacrado	9778	massacrar	6097	massacrado lemmatizes to massacrar
relemmatize	cometa	9791	cometer	829	cometa lemmatizes to cometer
relemmatize	excluído	9803	excluir	3882	excluído lemmatizes to excluir
relemmatize	fodeu	9804	foder	1109	fodeu lemmatizes to foder
diacritic	pênis	9805	pénis	2784	both fold to 'penis'
relemmatize	hackers	9811	hacker	7303	hackers lemmatizes to hacker
relemmatize	desperdiçado	9826	desperdiçar	1996	desperdiçado lemmatizes to desperdiçar
inflected	corra	9844	corro	6399	corra is a regular inflection of corro
relemmatize	corra	9844	correr	268	corra lemmatizes to correr
relemmatize	arrasado	9846	arrasar	2760	arrasado lemmatizes to arrasar
inflected	brinca	9852	brinco	4145	brinca is a regular inflection of brinco
relemmatize	brinca	9852	brincar	410	brinca lemmatizes to brincar
inflected	molhada	9855	molhado	4853	molhada is a regular inflection of molhado
relemmatize	molhada	9855	molhado	4853	molhada lemmatizes to molhado
relemmatize	recompensado	9856	recompensar	2045	recompensado lemmatizes to recompensar
inflected	conas	9859	cona	6954	conas is a regular inflection of cona
relemmatize	conas	9859	cona	6954	conas lemmatizes to cona
inflected	minhocas	9861	minhoca	8930	minhocas is a regular inflection of minhoca
relemmatize	abaixado	9868	abaixar	2375	abaixado lemmatizes to abaixar
diacritic	avé	9880	ave	2614	both fold to 'ave'
inflected	liberdades	9886	liberdade	1005	liberdades is a regular inflection of liberdade
inflected	saires	9887	sair	100	saires is a regular inflection of sair
diacritic	terrivel	9888	terrível	1006	both fold to 'terrivel'
relemmatize	produzido	9891	produzir	2336	produzido lemmatizes to produzir
inflected	posta	9913	posto	1025	posta is a regular inflection of posto
relemmatize	posta	9913	postar	5261	posta lemmatizes to postar
inflected	infecções	9918	infecção	3383	infecções is a regular inflection of infecção
relemmatize	infecções	9918	infecção	3383	infecções lemmatizes to infecção
diacritic	amén	9925	ámen	3342	both fold to 'amen'
relemmatize	programado	9928	programar	3441	programado lemmatizes to programar
relemmatize	empolgado	9981	empolgar	8656	empolgado lemmatizes to empolgar
inflected	suma	9984	sumo	2626	suma is a regular inflection of sumo
inflected	detectada	9985	detectado	7630	detectada is a regular inflection of detectado
relemmatize	detectada	9985	detectado	7630	detectada lemmatizes to detectado
diacritic	mao	9987	mão	226	both fold to 'mao'
relemmatize	despachado	9996	despachar	858	despachado lemmatizes to despachar
